n,m,fidelity_avg
1046,7,0.9991553649074643
1047,7,0.9991564218503288
1048,7,0.9991544683441391
1049,7,0.9991479973893216
1050,7,0.9991469429812083
1051,7,0.9991559680883182
1052,7,0.9991486031085864
1053,7,0.9991341797422547
1054,7,0.9991397256056274
1055,7,0.999140498923912
1056,7,0.9991346375827813
1057,7,0.9991319302168314
1058,7,0.9991283045568558
1059,7,0.9991320527393572
1060,7,0.9991326603571474
1061,7,0.9991389791764562
1062,7,0.9991374812405855
1063,7,0.9991364298249787
1064,7,0.9991409257106315
1065,7,0.9991480110566476
1066,7,0.9991409373918784
1067,7,0.9991464886800158
1068,7,0.9991392875798625
1069,7,0.9991365764070347
1070,7,0.9991434963227209
1071,7,0.9991361278084054
1072,7,0.999140199369716
1073,7,0.9991438090117646
1074,7,0.9991429113565883
1075,7,0.9991382523829727
1076,7,0.9991338891535126
1077,7,0.9991396077893315
1078,7,0.999141557944324
1079,7,0.9991359976957523
1080,7,0.9991459117595267
1081,7,0.9991519266827246
1082,7,0.9991580842255456
1083,7,0.9991535864392358
1084,7,0.9991525291348946
1085,7,0.9991508630370265
1086,7,0.999142886284733
1087,7,0.9991424472669406
1088,7,0.9991416837349776
1089,7,0.9991409418158839
1090,7,0.999142596141962
1091,7,0.9991415414628104
1092,7,0.9991585184363563
1093,7,0.9991567222256155
1094,7,0.9991622718747496
1095,7,0.9991639271923611
1096,7,0.9991586670360796
1097,7,0.9991606263418227
1098,7,0.9991693473636487
1099,7,0.9991621346951675
1100,7,0.9991714567202052
1101,7,0.9991768656531529
1102,7,0.9991716172542608
1103,7,0.9991717725561072
1104,7,0.9991686132339964
1105,7,0.9991670988337431
1106,7,0.9991734131247507
1107,7,0.9991700935268562
1108,7,0.9991679881616014
1109,7,0.9991576225046711
1110,7,0.9991530935615687
1111,7,0.9991585013179058
1112,7,0.9991565474456537
1113,7,0.999160311576106
1114,7,0.9991634627416753
1115,7,0.9991676736601577
1116,7,0.9991687323247131
1117,7,0.9991685795623683
1118,7,0.9991655775341787
1119,7,0.9991714341647154
1120,7,0.9991643740793422
1121,7,0.9991737015376522
1122,7,0.9991834708026869
1123,7,0.9991875297733591
1124,7,0.9991941466976889
1125,7,0.999185579799296
1126,7,0.9991872385634012
1127,7,0.9991827280955786
1128,7,0.9991887433732622
1129,7,0.9991884402938708
1130,7,0.9991866389158197
1131,7,0.9991863487899068
1132,7,0.9991890564202917
1133,7,0.999184997816118
1134,7,0.9991896585955825
1135,7,0.9991952068018137
1136,7,0.9991947612842172
1137,7,0.9992003154698956
1138,7,0.9991992726617069
1139,7,0.9991932759416052
1140,7,0.9992006283355576
1141,7,0.9991968772540447
1142,7,0.9992043980834878
1143,7,0.9992018341460194
1144,7,0.9992018381303318
1145,7,0.9992068082437694
1146,7,0.9992053105840659
1147,7,0.999201399669566
1148,7,0.9992071212029222
1149,7,0.999208314609622
1150,7,0.9992102775355298
1151,7,0.9992041070372635
1152,7,0.999199601645114
1153,7,0.9992001950397015
1154,7,0.9992053091372894
1155,7,0.9992004981234069
1156,7,0.9992069730643374
1157,7,0.9992027545380507
1158,7,0.9992076986654433
1159,7,0.9992072526936953
1160,7,0.9992096686650461
1161,7,0.9992034974412077
1162,7,0.9992051548436236
1163,7,0.9992024482032461
1164,7,0.9992138923518785
1165,7,0.9992144705299806
1166,7,0.999210108839917
1167,7,0.9992122189228643
1168,7,0.9992110180010867
1169,7,0.9992074093558665
1170,7,0.9992114801023699
1171,7,0.9992137274492754
1172,7,0.9992098122784419
1173,7,0.9992062007321897
1174,7,0.9992098120059294
1175,7,0.9992138832072394
1176,7,0.9992181015435913
1177,7,0.9992168945617034
1178,7,0.9992110305014523
1179,7,0.999208174446815
1180,7,0.9992096703865195
1181,7,0.9992111751171919
1182,7,0.9992102722081971
1183,7,0.9992214027732923
1184,7,0.9992176436269837
1185,7,0.9992207996855494
1186,7,0.9992248603742003
1187,7,0.9992138908261818
1188,7,0.9992195963214779
1189,7,0.9992263714433899
1190,7,0.9992209678516387
1191,7,0.999221695976526
1192,7,0.9992253073433777
1193,7,0.9992254514097788
1194,7,0.9992186851637019
1195,7,0.9992243958212329
1196,7,0.9992242498525941
1197,7,0.9992286114502542
1198,7,0.9992356810520028
1199,7,0.9992365897601132
1200,7,0.9992353895680032
1201,7,0.9992433506610072
1202,7,0.9992371997368034
1203,7,0.9992335816689208
1204,7,0.9992408017701743
1205,7,0.9992385488007132
1206,7,0.9992417099312946
1207,7,0.9992403538940591
1208,7,0.9992480286629498
1209,7,0.9992435230887792
1210,7,0.9992435217290552
1211,7,0.9992444326097323
1212,7,0.9992469917442044
1213,7,0.9992396207819707
1214,7,0.9992387110752842
1215,7,0.9992394661121471
1216,7,0.9992382690028172
1217,7,0.9992438303386545
1218,7,0.9992435277977906
1219,7,0.9992429230795037
1220,7,0.9992451879206369
1221,7,0.9992433787486102
1222,7,0.9992372077968483
1223,7,0.9992537481116119
1224,7,0.999247134812521
1225,7,0.9992417194435749
1226,7,0.999239159039543
1227,7,0.9992381096174845
1228,7,0.999250732947703
1229,7,0.9992466745197081
1230,7,0.9992436644310922
1231,7,0.9992514813663844
1232,7,0.9992546359783921
1233,7,0.9992695276806692
1234,7,0.9992690776317696
1235,7,0.9992598976823693
1236,7,0.9992654717963259
1237,7,0.9992594550611098
1238,7,0.9992659152304829
1239,7,0.9992534378728888
1240,7,0.9992549423282634
1241,7,0.9992588607650984
1242,7,0.9992578023730554
1243,7,0.9992626087620303
1244,7,0.9992617082992066
1245,7,0.9992632188294861
1246,7,0.9992707312324945
1247,7,0.9992657804099101
1248,7,0.9992692435389497
1249,7,0.9992648810334785
1250,7,0.9992603653086716
1251,7,0.9992680309277395
1252,7,0.9992716475488457
1253,7,0.9992707474481523
1254,7,0.9992693849779776
1255,7,0.9992626263429815
1256,7,0.9992629256220475
1257,7,0.9992645703406582
1258,7,0.9992681744558858
1259,7,0.9992699842599894
1260,7,0.9992684745501959
1261,7,0.9992600490895204
1262,7,0.999270874300373
1263,7,0.9992761398011824
1264,7,0.9992743433168368
1265,7,0.9992769000941006
1266,7,0.9992805067457721
1267,7,0.9992803537086765
1268,7,0.9992797556968802
1269,7,0.9992725423891149
1270,7,0.9992716405715348
1271,7,0.9992737456668978
1272,7,0.9992803712010472
1273,7,0.9992823177338577
1274,7,0.999274800893531
1275,7,0.9992710349513332
1276,7,0.9992648695279208
1277,7,0.9992627586323507
1278,7,0.9992707323173565
1279,7,0.999270583813147
1280,7,0.9992752483144027
1281,7,0.9992788618528928
1282,7,0.999279312083431
1283,7,0.9992729987894157
1284,7,0.9992799150793713
1285,7,0.9992748000737542
1286,7,0.999271040476571
1287,7,0.999273593537667
1288,7,0.9992734432208932
1289,7,0.9992701366623855
1290,7,0.9992701327641424
1291,7,0.9992722429371995
1292,7,0.9992717949712477
1293,7,0.9992763067974293
1294,7,0.9992752503078424
1295,7,0.9992796100941393
1296,7,0.9992770482424581
1297,7,0.9992781051859785
1298,7,0.9992790074601112
1299,7,0.9992751008960404
1300,7,0.9992686333876635
1301,7,0.9992725458446181
1302,7,0.9992737537409209
1303,7,0.999275104250678
1304,7,0.9992755566579329
1305,7,0.999283530616762
1306,7,0.9992793211505153
1307,7,0.9992832326992218
1308,7,0.9992847299036272
1309,7,0.9992865340001991
1310,7,0.9992805124616035
1311,7,0.9992818647855642
1312,7,0.9992805098353233
1313,7,0.9992732997024122
1314,7,0.9992713458288496
1315,7,0.9992726967945064
1316,7,0.9992660804163487
1317,7,0.9992704431932411
1318,7,0.9992764597459445
1319,7,0.9992809719337653
1320,7,0.9992823339561225
1321,7,0.999281575112382
1322,7,0.9992751052461414
1323,7,0.9992761582925104
1324,7,0.999277056852278
1325,7,0.9992717897162846
1326,7,0.9992778007432592
1327,7,0.9992827623460458
1328,7,0.9992770482428406
1329,7,0.9992708769283468
1330,7,0.9992683273075753
1331,7,0.9992690798980486
1332,7,0.9992696819880885
1333,7,0.9992714826401314
1334,7,0.9992737420418775
1335,7,0.9992778055407956
1336,7,0.9992779610271203
1337,7,0.9992823252538461
1338,7,0.9992833777562816
1339,7,0.9992906023884007
1340,7,0.9992844298045656
1341,7,0.9992890922217814
1342,7,0.9992835152064106
1343,7,0.9992854779597392
1344,7,0.9992883326560177
1345,7,0.9992808217024055
1346,7,0.999283829074523
1347,7,0.9992820212672977
1348,7,0.9992856383376965
1349,7,0.9992901440898467
1350,7,0.9992878903978714
1351,7,0.9992884847898891
1352,7,0.9992913521730291
1353,7,0.999297062832361
1354,7,0.999296761652805
1355,7,0.9992890860641384
1356,7,0.9992833723219717
1357,7,0.9992856328109284
1358,7,0.9992904372091951
1359,7,0.9992908859892988
1360,7,0.9992892351112427
1361,7,0.999279165209766
1362,7,0.9992884770938274
1363,7,0.9992839577448738
1364,7,0.9992790061010427
1365,7,0.9992961515836565
1366,7,0.9992970479697117
1367,7,0.9992999104592002
1368,7,0.999302171671109
1369,7,0.9992984084515799
1370,7,0.9993102827223048
1371,7,0.9993039687921172
1372,7,0.9993041258169644
1373,7,0.9992961505898861
1374,7,0.9992901353915015
1375,7,0.9992911851800582
1376,7,0.9992993073725496
1377,7,0.9993003553506129
1378,7,0.9993039688904132
1379,7,0.9992973595686497
1380,7,0.9992993014879072
1381,7,0.9993026131215418
1382,7,0.9992997551625918
1383,7,0.9992943358071488
1384,7,0.9992961369087573
1385,7,0.999294480957976
1386,7,0.9992989936016957
1387,7,0.9992944897485074
1388,7,0.9992916327858944
1389,7,0.999294334081254
1390,7,0.9992937299056446
1391,7,0.9992955310118393
1392,7,0.9992901169117436
1393,7,0.999287716706705
1394,7,0.9993009548124611
1395,7,0.9992989921502796
1396,7,0.9992929724251777
1397,7,0.9992925235522339
1398,7,0.9992845535799005
1399,7,0.9992913201867973
1400,7,0.9992899659591244
1401,7,0.9992947745268361
1402,7,0.9992920673356999
1403,7,0.9992976338403232
1404,7,0.9992983851632025
1405,7,0.9992937230189367
1406,7,0.9993018387811087
1407,7,0.999300037403002
1408,7,0.9993018443994592
1409,7,0.9992938747011678
1410,7,0.999297018254946
1411,7,0.9992976283213092
1412,7,0.9992925146765631
1413,7,0.999293416587473
1414,7,0.999301543764545
1415,7,0.9993041032607108
1416,7,0.9992937228434122
1417,7,0.999297483710101
1418,7,0.9992976304021274
1419,7,0.9992953767993332
1420,7,0.9993047046263259
1421,7,0.9993069659335312
1422,7,0.9993081654020349
1423,7,0.9993162864165503
1424,7,0.999314938263564
1425,7,0.9993162875044717
1426,7,0.9993182423737165
1427,7,0.9993084783538213
1428,7,0.9993116391248922
1429,7,0.9993161511313471
1430,7,0.9993166057136245
1431,7,0.9993111877144663
1432,7,0.9993182481634445
1433,7,0.999315534914053
1434,7,0.9993149328248317
1435,7,0.9993084724629031
1436,7,0.9993006584301174
1437,7,0.9993035189255661
1438,7,0.9992985550540425
1439,7,0.9992922425747801
1440,7,0.9993033705066062
1441,7,0.9993048736932949
1442,7,0.9992994599560396
1443,7,0.999314050385047
1444,7,0.9993108879838147
1445,7,0.9993112012175009
1446,7,0.9993110510801267
1447,7,0.9993130040462604
1448,7,0.9993158423490056
1449,7,0.9993177932291328
1450,7,0.9993190016687133
1451,7,0.9993157024415155
1452,7,0.9993128453886297
1453,7,0.9993178071769873
1454,7,0.9993172098898889
1455,7,0.9993184118041266
1456,7,0.9993224703188466
1457,7,0.9993195973269609
1458,7,0.9993202024091259
1459,7,0.9993202002332834
1460,7,0.9993161501434689
1461,7,0.999315242526337
1462,7,0.9993200504580396
1463,7,0.9993250167750787
1464,7,0.9993194538073871
1465,7,0.9993144963705506
1466,7,0.9993161415380167
1467,7,0.9993202042221816
1468,7,0.9993191489094787
1469,7,0.9993187019396463
1470,7,0.9993195985046639
1471,7,0.999315993847032
1472,7,0.9993143354463676
1473,7,0.9993199089289561
1474,7,0.9993140407908435
1475,7,0.9993146433345985
1476,7,0.9993099830012044
1477,7,0.9993068239542273
1478,7,0.9993065200535302
1479,7,0.9993107276154087
1480,7,0.9993116281693801
1481,7,0.9993119304381679
1482,7,0.9993099837267762
1483,7,0.9993048664573912
1484,7,0.9992958484207027
1485,7,0.9993024690574865
1486,7,0.9992994675782529
1487,7,0.999301576016245
1488,7,0.99929992386923
1489,7,0.9992925572571523
1490,7,0.9992973704453478
1491,7,0.9993041418579172
1492,7,0.9993109061091353
1493,7,0.9993075924810785
1494,7,0.9993104487172456
1495,7,0.9993038168509091
1496,7,0.9993015664228614
1497,7,0.999302772506763
1498,7,0.9993063826020898
1499,7,0.9993092465315332
1500,7,0.9993062421528509
1501,7,0.9993066971866041
1502,7,0.999309543736383
1503,7,0.9993086368382713
1504,7,0.9993153994617296
1505,7,0.9993147962815837
1506,7,0.9993092341285904
1507,7,0.9993066778953145
1508,7,0.9993116416743805
1509,7,0.9993119432178151
1510,7,0.9993123968934826
1511,7,0.999316157670171
1512,7,0.9993175118069696
1513,7,0.9993111959754184
1514,7,0.9993206686813809
1515,7,0.9993266851438112
1516,7,0.9993254873944327
1517,7,0.9993235334338734
1518,7,0.9993182671133426
1519,7,0.9993235344307019
1520,7,0.9993160088886991
1521,7,0.9993199232470171
1522,7,0.9993251810471273
1523,7,0.9993220161077582
1524,7,0.9993268390847873
1525,7,0.9993229240916071
1526,7,0.9993251768788289
1527,7,0.99932533236357
1528,7,0.9993185588687078
1529,7,0.9993176574991645
1530,7,0.9993179536974172
1531,7,0.9993199100114716
1532,7,0.9993188602288662
1533,7,0.9993186990354466
1534,7,0.9993265300181986
1535,7,0.9993266766223547
1536,7,0.9993247200318557
1537,7,0.9993235185684385
1538,7,0.9993218704112509
1539,7,0.9993141989006094
1540,7,0.9993140465023607
1541,7,0.9993268296630536
1542,7,0.9993191558874432
1543,7,0.999319458246723
1544,7,0.9993194634122325
1545,7,0.9993200600653425
1546,7,0.9993266822448542
1547,7,0.9993266822455096
1548,7,0.9993215730382978
1549,7,0.9993202113787816
1550,7,0.999318860505746
1551,7,0.9993212743047483
1552,7,0.9993271372790443
1553,7,0.9993173577714068
1554,7,0.9993123971639203
1555,7,0.9993119433995086
1556,7,0.9993111841908525
1557,7,0.9993173555045268
1558,7,0.9993167558606031
1559,7,0.9993211232608739
1560,7,0.9993191609610417
1561,7,0.9993223206452829
1562,7,0.9993200715751026
1563,7,0.9993239794069858
1564,7,0.9993211219025696
1565,7,0.9993145021686278
1566,7,0.9993143576469841
1567,7,0.9993178190553709
1568,7,0.9993167583963931
1569,7,0.9993205196265234
1570,7,0.9993224784835747
1571,7,0.9993200736560856
1572,7,0.9993187150797317
1573,7,0.9993227714175715
1574,7,0.9993144931944397
1575,7,0.9993209643289295
1576,7,0.9993125450284093
1577,7,0.9993137474870722
1578,7,0.9993200634145757
1579,7,0.9993144971824647
1580,7,0.9993132959011232
1581,7,0.9993146484984704
1582,7,0.9993156996398173
1583,7,0.9993150969163894
1584,7,0.9993169128834865
1585,7,0.9993188614078802
1586,7,0.9993154040786113
1587,7,0.9993256338152033
1588,7,0.9993166165947438
1589,7,0.9993217197313639
1590,7,0.9993211232605477
1591,7,0.99932112624612
1592,7,0.9993236839296662
1593,7,0.9993182730907674
1594,7,0.9993172188650569
1595,7,0.9993122610687114
1596,7,0.9993140674265394
1597,7,0.9993104560631825
1598,7,0.9993125629718203
1599,7,0.9993169105267706
1600,7,0.9993124054945685
1601,7,0.9993151164901262
1602,7,0.9993184258542044
1603,7,0.9993155653635606
1604,7,0.9993214332304713
1605,7,0.9993196263261988
1606,7,0.9993170691863669
1607,7,0.9993254867608284
1608,7,0.9993244357999744
1609,7,0.9993259370822954
1610,7,0.9993226421246406
1611,7,0.9993220328739041
1612,7,0.9993251934638273
1613,7,0.9993333115803689
1614,7,0.9993300013046016
1615,7,0.9993324061327458
1616,7,0.999331503857739
1617,7,0.9993310543525544
1618,7,0.999329701848047
1619,7,0.9993295576011536
1620,7,0.999329257141928
1621,7,0.9993279048210786
1622,7,0.9993262487776226
1623,7,0.9993265495054301
1624,7,0.9993342175697955
1625,7,0.9993337678836277
1626,7,0.9993307567055063
1627,7,0.9993387368278207
1628,7,0.9993364767916497
1629,7,0.9993427938009587
1630,7,0.9993427950683343
1631,7,0.999339333659238
1632,7,0.9993406888843405
1633,7,0.9993453464999247
1634,7,0.9993346764070964
1635,7,0.9993324141068297
1636,7,0.9993402387439119
1637,7,0.9993370773397268
1638,7,0.9993390327529047
1639,7,0.9993406867116109
1640,7,0.9993408434652564
1641,7,0.999343095438599
1642,7,0.9993388872386362
1643,7,0.9993415955126159
1644,7,0.9993443018822283
1645,7,0.9993452044286556
1646,7,0.9993441492066627
1647,7,0.9993435472070595
1648,7,0.9993439981609854
1649,7,0.9993480511511218
1650,7,0.9993495625810771
1651,7,0.999347602637033
1652,7,0.9993461027141077
1653,7,0.9993476044500891
1654,7,0.999347752869048
1655,7,0.9993491043782015
1656,7,0.9993430911773501
1657,7,0.9993471532255609
1658,7,0.9993489579556839
1659,7,0.9993497107275229
1660,7,0.9993488092694536
1661,7,0.999347153588183
1662,7,0.9993436908197452
1663,7,0.9993415836388129
1664,7,0.9993408345848888
1665,7,0.999346852135022
1666,7,0.999340693956192
1667,7,0.9993433927166897
1668,7,0.9993402381092138
1669,7,0.9993405349386142
1670,7,0.9993352712460569
1671,7,0.9993367743440013
1672,7,0.9993364798701161
1673,7,0.999344147845082
1674,7,0.9993504669417077
1675,7,0.9993506100132454
1676,7,0.9993461049792955
1677,7,0.9993537679733931
1678,7,0.9993507562533043
1679,7,0.9993445870239427
1680,7,0.9993454941017275
1681,7,0.9993381221420644
1682,7,0.9993364647383927
1683,7,0.9993397760094597
1684,7,0.9993411267926584
1685,7,0.9993420321498446
1686,7,0.9993451933744114
1687,7,0.9993474460689572
1688,7,0.999347596840811
1689,7,0.9993456368984595
1690,7,0.9993450416001053
1691,7,0.9993421878120204
1692,7,0.9993420357715896
1693,7,0.9993519645096088
1694,7,0.9993506128196362
1695,7,0.999346251854708
1696,7,0.9993471541295509
1697,7,0.9993448981697125
1698,7,0.9993509124573923
1699,7,0.9993467004527362
1700,7,0.9993358714328218
1701,7,0.9993358719769736
1702,7,0.9993360236551098
1703,7,0.9993355708863798
1704,7,0.9993403791804865
1705,7,0.9993345072357146
1706,7,0.9993412778302541
1707,7,0.9993364668161538
1708,7,0.9993460911998155
1709,7,0.9993457955492651
1710,7,0.9993454939142465
1711,7,0.9993423404828349
1712,7,0.9993447495721721
1713,7,0.9993474522271462
1714,7,0.9993411309566438
1715,7,0.9993445921834462
1716,7,0.999340231218518
1717,7,0.9993465529420795
1718,7,0.9993463993617059
1719,7,0.9993438387815496
1720,7,0.9993489513395217
1721,7,0.9993427792996198
1722,7,0.9993346548401932
1723,7,0.9993388716441339
1724,7,0.99934037266044
1725,7,0.9993393192497011
1726,7,0.9993379637546528
1727,7,0.9993372186852587
1728,7,0.9993394826161242
1729,7,0.9993466982747642
1730,7,0.9993348177520281
1731,7,0.9993351104172795
1732,7,0.9993429282586358
1733,7,0.9993493960417102
1734,7,0.9993527018746456
1735,7,0.9993517984216627
1736,7,0.9993472855084886
1737,7,0.9993465288401537
1738,7,0.9993462291998301
1739,7,0.9993438261853979
1740,7,0.9993406754696126
1741,7,0.9993430682473391
1742,7,0.9993432279869395
1743,7,0.9993426278893557
1744,7,0.9993472842347243
1745,7,0.999340665770124
1746,7,0.9993384126231747
1747,7,0.9993382665636075
1748,7,0.99933495710587
1749,7,0.9993397721977775
1750,7,0.9993424849132784
1751,7,0.9993373682774995
1752,7,0.999342474763352
1753,7,0.9993429297063954
1754,7,0.999341727974834
1755,7,0.999340379999336
1756,7,0.9993390229628701
1757,7,0.9993387209651201
1758,7,0.9993424763965717
1759,7,0.9993361611990083
1760,7,0.9993358590204936
1761,7,0.999340073561157
1762,7,0.9993418780211156
1763,7,0.9993405188094627
1764,7,0.9993421691470793
1765,7,0.9993418743060399
1766,7,0.999340066044227
1767,7,0.9993373594012279
1768,7,0.9993384113622968
1769,7,0.999337211531007
1770,7,0.99933436290461
1771,7,0.9993330102183546
1772,7,0.9993307474623535
1773,7,0.9993292385648572
1774,7,0.9993375200500049
1775,7,0.9993348127730177
1776,7,0.9993333042393993
1777,7,0.9993363174121613
1778,7,0.9993348037147252
1779,7,0.9993360101583009
1780,7,0.9993411238970875
1781,7,0.9993352578425784
1782,7,0.9993420264441704
1783,7,0.99934217757881
1784,7,0.9993415747629247
1785,7,0.9993427779469412
1786,7,0.9993337570081297
1787,7,0.9993360146881296
1788,7,0.9993292441862659
1789,7,0.999330602400708
1790,7,0.9993301514450343
1791,7,0.9993295495359229
1792,7,0.9993298484502371
1793,7,0.9993358709856066
1794,7,0.9993346655359661
1795,7,0.9993355701673071
1796,7,0.9993367725348227
1797,7,0.9993394771840004
1798,7,0.9993414360406148
1799,7,0.9993381264917301
1800,7,0.9993447401514224
1801,7,0.999338268201087
1802,7,0.9993429303460629
1803,7,0.9993453406122839
1804,7,0.9993430866479598
1805,7,0.9993406817289417
1806,7,0.999337822231578
1807,7,0.9993388736465294
1808,7,0.999339177275533
1809,7,0.9993405229884635
1810,7,0.9993357116111399
1811,7,0.9993375162512084
1812,7,0.9993397763793995
1813,7,0.9993432374254914
1814,7,0.9993438345292034
1815,7,0.9993420275321454
1816,7,0.9993504569810097
1817,7,0.9993475972098225
1818,7,0.9993498532581864
1819,7,0.9993466981931192
1820,7,0.9993473022787284
1821,7,0.9993447423284111
1822,7,0.9993424880021746
1823,7,0.9993530123939083
1824,7,0.9993528608064822
1825,7,0.9993453369866071
1826,7,0.9993477449867126
1827,7,0.9993507548952739
1828,7,0.9993486420989937
1829,7,0.9993444337154818
1830,7,0.9993439841193684
1831,7,0.9993490977632958
1832,7,0.9993456412489986
1833,7,0.9993424773968405
1834,7,0.9993453333622418
1835,7,0.99935135399521
1836,7,0.9993495551562233
1837,7,0.9993466980132824
1838,7,0.999342187543876
1839,7,0.9993439946316441
1840,7,0.9993485034661379
1841,7,0.9993581363704386
1842,7,0.999354971611998
1843,7,0.9993536176544354
1844,7,0.9993555679910665
1845,7,0.9993488037407223
1846,7,0.9993594864294307
1847,7,0.9993608392068332
1848,7,0.9993581339227391
1849,7,0.9993558762420834
1850,7,0.9993504607819906
1851,7,0.9993558730709963
1852,7,0.9993579785293637
1853,7,0.9993624924408413
1854,7,0.9993584303014831
1855,7,0.999357680431277
1856,7,0.9993549806746589
1857,7,0.9993588835215247
1858,7,0.9993531672418764
1859,7,0.9993572274776863
1860,7,0.9993570782485602
1861,7,0.999355422658382
1862,7,0.9993537667961276
1863,7,0.9993503086497028
1864,7,0.9993482014687706
1865,7,0.9993522576262821
1866,7,0.9993549630008678
1867,7,0.9993530091286156
1868,7,0.9993567708120236
1869,7,0.9993551157651777
1870,7,0.9993539133952593
1871,7,0.9993487979376203
1872,7,0.999353008856103
1873,7,0.9993480433546909
1874,7,0.9993477463432144
1875,7,0.9993542157586348
1876,7,0.999353316292585
1877,7,0.9993627885452698
1878,7,0.999363238052202
1879,7,0.9993596283194432
1880,7,0.999360532135212
1881,7,0.9993614291522515
1882,7,0.9993585708317718
1883,7,0.9993593208840534
1884,7,0.9993531545556694
1885,7,0.9993594755540958
1886,7,0.9993542056978895
1887,7,0.9993590161671289
1888,7,0.9993579667465994
1889,7,0.9993570665569435
1890,7,0.9993635321624825
1891,7,0.999362779480862
1892,7,0.9993540548351074
1893,7,0.9993510462865977
1894,7,0.9993561667283806
1895,7,0.9993530111239659
1896,7,0.9993510546245598
1897,7,0.9993555650019453
1898,7,0.9993533075024371
1899,7,0.9993521022332886
1900,7,0.9993567663724681
1901,7,0.9993612780174478
1902,7,0.9993594727433915
1903,7,0.9993638360642173
1904,7,0.9993596250550791
1905,7,0.9993554197571859
1906,7,0.9993525606202595
1907,7,0.9993603822662547
1908,7,0.9993588759090796
1909,7,0.9993600804509084
1910,7,0.9993578288442838
1911,7,0.9993599364784936
1912,7,0.999351960252675
1913,7,0.9993615898029937
1914,7,0.9993617389429382
1915,7,0.9993663982786846
1916,7,0.9993645906471468
1917,7,0.9993671489658281
1918,7,0.999363690367709
1919,7,0.9993578243131992
1920,7,0.9993685061838778
1921,7,0.9993670000968671
1922,7,0.9993645913731563
1923,7,0.999367301459974
1924,7,0.999370005563908
1925,7,0.9993691036536534
1926,7,0.9993722632459289
1927,7,0.9993731642509384
1928,7,0.9993727133851011
1929,7,0.9993722631545631
1930,7,0.9993665516790033
1931,7,0.9993718175421615
1932,7,0.9993688097187324
1933,7,0.9993653564662328
1934,7,0.9993647560073916
1935,7,0.9993691183299686
1936,7,0.9993716785527988
1937,7,0.9993659622735327
1938,7,0.9993710683065978
1939,7,0.9993713634147443
1940,7,0.9993658059714173
1941,7,0.9993667059792707
1942,7,0.999365496183351
1943,7,0.9993644528299183
1944,7,0.9993648992542886
1945,7,0.9993621951490443
1946,7,0.999360386702535
1947,7,0.9993632471979839
1948,7,0.9993606880659147
1949,7,0.9993609866180985
1950,7,0.9993623464665784
1951,7,0.9993677563113236
1952,7,0.9993658005372712
1953,7,0.9993653503967875
1954,7,0.9993632448477096
1955,7,0.9993618952437977
1956,7,0.9993629495597267
1957,7,0.9993667039909094
1958,7,0.9993710704839693
1959,7,0.999370016985633
1960,7,0.9993700195225143
1961,7,0.999373628621285
1962,7,0.9993698653982072
1963,7,0.9993764851300189
1964,7,0.9993782863281797
1965,7,0.9993770827799028
1966,7,0.9993827986978574
1967,7,0.9993755754252981
1968,7,0.9993793355672888
1969,7,0.9993818936127472
1970,7,0.9993788822585016
1971,7,0.9993815879053272
1972,7,0.9993800869836621
1973,7,0.9993844416029203
1974,7,0.9993796316765222
1975,7,0.9993746668998084
1976,7,0.9993724132971782
1977,7,0.999370753537609
1978,7,0.9993698502658279
1979,7,0.9993687973081488
1980,7,0.9993678965749959
1981,7,0.999366694116115
1982,7,0.999369096042626
1983,7,0.9993703001335801
1984,7,0.9993692526120128
1985,7,0.9993716580731072
1986,7,0.9993770765243966
1987,7,0.9993757207559617
1988,7,0.9993794837989298
1989,7,0.9993803850765071
1990,7,0.9993797799036325
1991,7,0.9993844447681655
1992,7,0.9993838411362165
1993,7,0.9993809842653516
1994,7,0.9993880563139264
1995,7,0.9993826470159531
1996,7,0.9993867066182115
1997,7,0.9993849037901077
1998,7,0.9993864089710002
1999,7,0.9993839998841205
2000,7,0.9993885150636288
2001,7,0.9993871571208804
2002,7,0.999389561222142
2003,7,0.9993847526536114
2004,7,0.9993918258792333
2005,7,0.9993919767419609
2006,7,0.9993873110620194
2007,7,0.9993877612925577
2008,7,0.9993868567518722
2009,7,0.9993880621115124
2010,7,0.999387157933176
2011,7,0.9993806862542617
2012,7,0.9993815888911808
2013,7,0.9993800877894602
2014,7,0.9993800861579881
2015,7,0.9993785850562131
2016,7,0.999381137482011
2017,7,0.9993833954347968
2018,7,0.9993842960789867
2019,7,0.9993760193953063
2020,7,0.9993781281170006
2021,7,0.9993764758810776
2022,7,0.9993867051661938
2023,7,0.9993814376678513
2024,7,0.9993817360386693
2025,7,0.99938219252313
2026,7,0.9993946731425215
2027,7,0.9993895599514897
2028,7,0.9993862469574212
2029,7,0.999386547505119
2030,7,0.9993892518850594
2031,7,0.9993835412217968
2032,7,0.9993851970860171
2033,7,0.999387152044443
2034,7,0.9993909149040795
2035,7,0.9993913604223313
2036,7,0.9993897099994644
2037,7,0.9993812893435334
2038,7,0.9993856445972166
2039,7,0.9993881997441006
2040,7,0.9993940585509712
2041,7,0.9993955668144796
2042,7,0.9993943696005199
2043,7,0.9993925661393014
2044,7,0.9993937592745806
2045,7,0.9993883445385301
2046,7,0.9993910543532717
2047,7,0.9993954166764496
2048,7,0.9994023382244271
2049,7,0.9994023429371507
2050,7,0.9993976854929442
2051,7,0.99939527314312
2052,7,0.9993942201874065
