n,m,fidelity_avg
1542,3,0.9807415217253637
1543,3,0.9805892807903864
1544,3,0.9807415217253637
1545,3,0.9808937626603409
1546,3,0.9810460035953183
1547,3,0.9810460035953182
1548,3,0.9809698831278296
1549,3,0.981122124062807
1550,3,0.9808937626603409
1551,3,0.9810460035953185
1552,3,0.9810460035953183
1553,3,0.9811601842965514
1554,3,0.981007943361574
1555,3,0.9810840638290625
1556,3,0.9810460035953182
1557,3,0.981122124062807
1558,3,0.9810079433615739
1559,3,0.9808937626603409
1560,3,0.9810840638290625
1561,3,0.981007943361574
1562,3,0.9809698831278297
1563,3,0.9809698831278296
1564,3,0.9811982445302958
1565,3,0.9810840638290628
1566,3,0.9808937626603411
1567,3,0.9809698831278297
1568,3,0.9810840638290628
1569,3,0.9809318228940854
1570,3,0.9808557024265966
1571,3,0.9811221240628071
1572,3,0.9810460035953183
1573,3,0.981007943361574
1574,3,0.9811221240628071
1575,3,0.9809698831278297
1576,3,0.981007943361574
1577,3,0.981007943361574
1578,3,0.9811221240628071
1579,3,0.9810460035953183
1580,3,0.981007943361574
1581,3,0.9810460035953183
1582,3,0.9811221240628071
1583,3,0.9812743649977842
1584,3,0.9813124252315286
1585,3,0.9813124252315285
1586,3,0.9811601842965512
1587,3,0.9811982445302955
1588,3,0.98123630476404
1589,3,0.9812743649977844
1590,3,0.9811982445302957
1591,3,0.9810079433615739
1592,3,0.9810460035953182
1593,3,0.9810079433615739
1594,3,0.9810840638290625
1595,3,0.9811982445302957
1596,3,0.9810460035953182
1597,3,0.9811601842965513
1598,3,0.9808937626603408
1599,3,0.9808937626603408
1600,3,0.9808557024265966
1601,3,0.981122124062807
1602,3,0.9810840638290627
1603,3,0.9810460035953182
1604,3,0.9810079433615739
1605,3,0.9809318228940852
1606,3,0.9808937626603408
1607,3,0.9808557024265965
1608,3,0.9808176421928522
1609,3,0.9809318228940854
1610,3,0.980893762660341
1611,3,0.9809318228940854
1612,3,0.9810460035953183
1613,3,0.9811221240628071
1614,3,0.9809318228940854
1615,3,0.9810460035953183
1616,3,0.9809698831278296
1617,3,0.9809698831278295
1618,3,0.9807034614916192
1619,3,0.9807415217253636
1620,3,0.9807415217253634
1621,3,0.9807415217253633
1622,3,0.9806654012578746
1623,3,0.9807795819591076
1624,3,0.9809318228940849
1625,3,0.9808937626603406
1626,3,0.9808937626603407
1627,3,0.9808557024265964
1628,3,0.9807415217253632
1629,3,0.9806654012578747
1630,3,0.9808176421928521
1631,3,0.9808176421928522
1632,3,0.9807415217253634
1633,3,0.9807034614916191
1634,3,0.981122124062807
1635,3,0.9811601842965514
1636,3,0.9813124252315285
1637,3,0.981464666166506
1638,3,0.9812363047640398
1639,3,0.9811221240628069
1640,3,0.9811982445302956
1641,3,0.9811982445302956
1642,3,0.98123630476404
1643,3,0.9813885456990175
1644,3,0.98123630476404
1645,3,0.9811982445302957
1646,3,0.9813124252315287
1647,3,0.9812743649977843
1648,3,0.9811601842965513
1649,3,0.981350485465273
1650,3,0.9815027264002504
1651,3,0.9816169071014833
1652,3,0.9813504854652728
1653,3,0.9812743649977841
1654,3,0.9815407866339945
1655,3,0.9816169071014832
1656,3,0.9816930275689718
1657,3,0.9816169071014832
1658,3,0.9814266059327617
1659,3,0.9816930275689718
1660,3,0.9817691480364605
1661,3,0.9817310878027162
1662,3,0.9816549673352275
1663,3,0.9816549673352276
1664,3,0.981578846867739
1665,3,0.9815788468677391
1666,3,0.9816549673352278
1667,3,0.9816549673352276
1668,3,0.9817310878027163
1669,3,0.9814646661665061
1670,3,0.9811601842965512
1671,3,0.9811601842965513
1672,3,0.9812743649977843
1673,3,0.9813124252315286
1674,3,0.9813885456990172
1675,3,0.9812743649977841
1676,3,0.9811982445302955
1677,3,0.98123630476404
1678,3,0.9813504854652731
1679,3,0.98123630476404
1680,3,0.9811601842965513
1681,3,0.9811601842965514
1682,3,0.9812743649977844
1683,3,0.9813504854652731
1684,3,0.9815027264002505
1685,3,0.9815407866339948
1686,3,0.9814646661665061
1687,3,0.9815407866339947
1688,3,0.9815788468677391
1689,3,0.9814646661665061
1690,3,0.9817310878027163
1691,3,0.9817691480364608
1692,3,0.981693027568972
1693,3,0.9816930275689721
1694,3,0.9815027264002505
1695,3,0.9815027264002505
1696,3,0.9816549673352278
1697,3,0.9816930275689721
1698,3,0.981578846867739
1699,3,0.9816549673352278
1700,3,0.9816169071014834
1701,3,0.9816169071014833
1702,3,0.9815407866339947
1703,3,0.9813504854652731
1704,3,0.9813885456990175
1705,3,0.981160184296551
1706,3,0.9810079433615737
1707,3,0.9811221240628067
1708,3,0.9808937626603408
1709,3,0.9812363047640398
1710,3,0.9811221240628069
1711,3,0.9811601842965512
1712,3,0.9810840638290627
1713,3,0.9811601842965512
1714,3,0.9811982445302955
1715,3,0.9811221240628069
1716,3,0.9813124252315286
1717,3,0.9813124252315284
1718,3,0.9813504854652728
1719,3,0.9813504854652728
1720,3,0.9814646661665059
1721,3,0.9813504854652727
1722,3,0.9812743649977841
1723,3,0.9814646661665057
1724,3,0.9812743649977841
1725,3,0.9814266059327614
1726,3,0.9814646661665056
1727,3,0.9815788468677388
1728,3,0.9813504854652725
1729,3,0.9813124252315282
1730,3,0.9814646661665056
1731,3,0.9813504854652725
1732,3,0.9813504854652726
1733,3,0.981274364997784
1734,3,0.9810840638290623
1735,3,0.9811221240628067
1736,3,0.981274364997784
1737,3,0.9811982445302952
1738,3,0.9810079433615736
1739,3,0.981046003595318
1740,3,0.981160184296551
1741,3,0.9810079433615737
1742,3,0.9811221240628067
1743,3,0.980931822894085
1744,3,0.9812743649977842
1745,3,0.9812363047640398
1746,3,0.9813504854652727
1747,3,0.9813504854652727
1748,3,0.9811982445302955
1749,3,0.9814266059327614
1750,3,0.9811601842965512
1751,3,0.9811982445302954
1752,3,0.9813885456990172
1753,3,0.9815027264002502
1754,3,0.9812363047640397
1755,3,0.9815027264002502
1756,3,0.9814266059327614
1757,3,0.9813504854652726
1758,3,0.9813124252315282
1759,3,0.9812363047640396
1760,3,0.981274364997784
1761,3,0.9811221240628066
1762,3,0.9813504854652726
1763,3,0.9813504854652726
1764,3,0.9813504854652726
1765,3,0.9815027264002499
1766,3,0.981388545699017
1767,3,0.9813885456990171
1768,3,0.9813885456990172
1769,3,0.9814266059327614
1770,3,0.9813124252315284
1771,3,0.9812743649977841
1772,3,0.981160184296551
1773,3,0.9811221240628067
1774,3,0.9809698831278295
1775,3,0.9812363047640397
1776,3,0.9813124252315283
1777,3,0.9812743649977841
1778,3,0.9810840638290624
1779,3,0.9811982445302954
1780,3,0.9813124252315284
1781,3,0.981274364997784
1782,3,0.9813124252315283
1783,3,0.9813504854652726
1784,3,0.9813124252315284
1785,3,0.9815407866339944
1786,3,0.9814646661665057
1787,3,0.9813885456990171
1788,3,0.9814646661665057
1789,3,0.9816169071014831
1790,3,0.981616907101483
1791,3,0.9815788468677388
1792,3,0.9814646661665059
1793,3,0.9812363047640397
1794,3,0.9813124252315284
1795,3,0.981160184296551
1796,3,0.981274364997784
1797,3,0.9813124252315282
1798,3,0.9811601842965509
1799,3,0.9812363047640396
1800,3,0.9811221240628065
1801,3,0.9811221240628066
1802,3,0.9811601842965509
1803,3,0.9810460035953179
1804,3,0.9813124252315282
1805,3,0.9814266059327612
1806,3,0.9813885456990168
1807,3,0.9813504854652725
1808,3,0.9813124252315282
1809,3,0.9812363047640396
1810,3,0.9812363047640396
1811,3,0.9809698831278293
1812,3,0.981046003595318
1813,3,0.980931822894085
1814,3,0.9807415217253632
1815,3,0.9807415217253631
1816,3,0.9806273410241302
1817,3,0.9807795819591074
1818,3,0.9807795819591075
1819,3,0.9806273410241303
1820,3,0.9807034614916189
1821,3,0.9808557024265961
1822,3,0.9808176421928518
1823,3,0.9808176421928518
1824,3,0.9809698831278291
1825,3,0.9810460035953178
1826,3,0.9810079433615734
1827,3,0.9810079433615736
1828,3,0.9811982445302951
1829,3,0.9811601842965509
1830,3,0.9811601842965508
1831,3,0.9812363047640393
1832,3,0.9811982445302951
1833,3,0.9808937626603405
1834,3,0.9811221240628065
1835,3,0.9809318228940848
1836,3,0.9812363047640394
1837,3,0.9811601842965508
1838,3,0.981198244530295
1839,3,0.9811601842965507
1840,3,0.9810840638290621
1841,3,0.9810079433615735
1842,3,0.9810460035953179
1843,3,0.9808557024265959
1844,3,0.9810460035953179
1845,3,0.9809318228940849
1846,3,0.9808557024265963
1847,3,0.9809318228940848
1848,3,0.9807795819591075
1849,3,0.9808176421928518
1850,3,0.9807415217253632
1851,3,0.980855702426596
1852,3,0.9806273410241301
1853,3,0.9806273410241301
1854,3,0.9807795819591075
1855,3,0.9808176421928518
1856,3,0.9807034614916188
1857,3,0.9806654012578746
1858,3,0.980855702426596
1859,3,0.9806273410241302
1860,3,0.9807034614916188
1861,3,0.9805892807903859
1862,3,0.9806273410241302
1863,3,0.9805892807903858
1864,3,0.9808937626603405
1865,3,0.9810079433615735
1866,3,0.9810460035953178
1867,3,0.9810840638290622
1868,3,0.9810079433615737
1869,3,0.9809318228940849
1870,3,0.9811221240628066
1871,3,0.9811601842965509
1872,3,0.9811221240628065
1873,3,0.981160184296551
1874,3,0.9811982445302954
1875,3,0.9808937626603406
1876,3,0.9808937626603407
1877,3,0.9808557024265963
1878,3,0.9806654012578747
1879,3,0.9804370398554086
1880,3,0.980817642192852
1881,3,0.9808937626603406
1882,3,0.9808557024265963
1883,3,0.9808557024265961
1884,3,0.9808937626603406
1885,3,0.9809318228940848
1886,3,0.9807034614916189
1887,3,0.9806273410241302
1888,3,0.9805892807903858
1889,3,0.9807415217253633
1890,3,0.9807795819591076
1891,3,0.9810079433615737
1892,3,0.9810079433615736
1893,3,0.9808937626603407
1894,3,0.980931822894085
1895,3,0.980931822894085
1896,3,0.9808937626603407
1897,3,0.9808557024265963
1898,3,0.9806654012578746
1899,3,0.9809318228940849
1900,3,0.9807415217253632
1901,3,0.9807415217253633
1902,3,0.9807034614916188
1903,3,0.9807795819591074
1904,3,0.9808557024265963
1905,3,0.9807415217253632
1906,3,0.980703461491619
1907,3,0.9807415217253633
1908,3,0.9805892807903859
1909,3,0.9805512205566415
1910,3,0.9807034614916189
1911,3,0.980513160322897
1912,3,0.9807415217253633
1913,3,0.9807415217253633
1914,3,0.980817642192852
1915,3,0.9806654012578747
1916,3,0.9805131603228974
1917,3,0.9805131603228973
1918,3,0.9803609193879198
1919,3,0.9806654012578745
1920,3,0.9807034614916189
1921,3,0.9807795819591075
1922,3,0.9806654012578745
1923,3,0.9808176421928518
1924,3,0.9807795819591076
1925,3,0.9807795819591074
1926,3,0.9808176421928517
1927,3,0.9807034614916187
1928,3,0.980741521725363
1929,3,0.9808937626603405
1930,3,0.9806273410241302
1931,3,0.9806273410241301
1932,3,0.9808176421928517
1933,3,0.9808176421928517
1934,3,0.9808176421928518
1935,3,0.9808176421928517
1936,3,0.9806654012578743
1937,3,0.9806654012578745
1938,3,0.9806273410241303
1939,3,0.9806654012578745
1940,3,0.9806654012578745
1941,3,0.9807415217253631
1942,3,0.9807034614916188
1943,3,0.9806654012578745
1944,3,0.980741521725363
1945,3,0.9807795819591074
1946,3,0.9808176421928517
1947,3,0.9807415217253631
1948,3,0.9807795819591074
1949,3,0.9807795819591073
1950,3,0.9806654012578743
1951,3,0.9805892807903855
1952,3,0.9805512205566412
1953,3,0.9805892807903855
1954,3,0.9806273410241301
1955,3,0.9805512205566412
1956,3,0.9805131603228968
1957,3,0.9803228591541753
1958,3,0.980284798920431
1959,3,0.9803228591541753
1960,3,0.9803228591541753
1961,3,0.9805892807903857
1962,3,0.9807795819591071
1963,3,0.9805892807903855
1964,3,0.9805892807903852
1965,3,0.9807415217253628
1966,3,0.9808557024265956
1967,3,0.9809318228940844
1968,3,0.9808557024265958
1969,3,0.9807415217253628
1970,3,0.9807034614916185
1971,3,0.9805512205566411
1972,3,0.9804751000891524
1973,3,0.9805892807903855
1974,3,0.980551220556641
1975,3,0.9803609193879195
1976,3,0.9802847989204309
1977,3,0.9803989796216638
1978,3,0.9803989796216638
1979,3,0.9803609193879194
1980,3,0.9803609193879194
1981,3,0.9805131603228967
1982,3,0.980322859154175
1983,3,0.980437039855408
1984,3,0.9805131603228967
1985,3,0.9805892807903852
1986,3,0.9807034614916184
1987,3,0.9805892807903853
1988,3,0.9807034614916185
1989,3,0.9806654012578743
1990,3,0.9807795819591072
1991,3,0.9806654012578743
1992,3,0.9806273410241299
1993,3,0.980551220556641
1994,3,0.9806273410241299
1995,3,0.980551220556641
1996,3,0.9802847989204307
1997,3,0.9804751000891523
1998,3,0.980665401257874
1999,3,0.9806654012578739
2000,3,0.980779581959107
2001,3,0.9807415217253626
2002,3,0.9806273410241296
2003,3,0.9808557024265957
2004,3,0.9810840638290615
2005,3,0.9810840638290617
2006,3,0.981007943361573
2007,3,0.9808176421928515
2008,3,0.9809318228940844
2009,3,0.9810460035953175
2010,3,0.9810840638290618
2011,3,0.9811982445302947
2012,3,0.9810840638290618
2013,3,0.9811221240628061
2014,3,0.9810079433615728
2015,3,0.9808937626603401
2016,3,0.9809318228940843
2017,3,0.9810460035953175
2018,3,0.9809318228940843
2019,3,0.9809318228940843
2020,3,0.9809318228940844
2021,3,0.9811601842965503
2022,3,0.9813124252315276
2023,3,0.9813885456990163
2024,3,0.981236304764039
2025,3,0.9814646661665052
2026,3,0.9813885456990163
2027,3,0.9813124252315276
2028,3,0.9813885456990162
2029,3,0.9812743649977832
2030,3,0.9813504854652719
2031,3,0.9813885456990165
2032,3,0.9813124252315278
2033,3,0.9810840638290618
2034,3,0.9811601842965504
2035,3,0.9812743649977834
2036,3,0.9810460035953174
2037,3,0.9811221240628061
2038,3,0.9812743649977835
2039,3,0.9813504854652723
2040,3,0.9814266059327611
2041,3,0.9814646661665052
2042,3,0.981540786633994
2043,3,0.9815027264002497
2044,3,0.9813504854652721
2045,3,0.9813885456990165
2046,3,0.9814646661665052
2047,3,0.9813504854652721
2048,3,0.981312425231528
2049,3,0.9813885456990165
2050,3,0.9812363047640392
2051,3,0.9815027264002496
2052,3,0.9815027264002497
2053,3,0.9813885456990165
2054,3,0.9814646661665053
2055,3,0.9812743649977835
2056,3,0.9812363047640391
2057,3,0.9814646661665052
2058,3,0.9812743649977833
2059,3,0.9813885456990162
2060,3,0.9813885456990162
2061,3,0.9816169071014823
2062,3,0.9815788468677381
2063,3,0.9815407866339937
2064,3,0.9816169071014824
2065,3,0.9817310878027155
2066,3,0.9818072082702042
2067,3,0.9818072082702041
2068,3,0.9816549673352267
2069,3,0.9815407866339936
2070,3,0.9816169071014824
2071,3,0.9816169071014824
2072,3,0.9817310878027153
2073,3,0.9816549673352268
2074,3,0.9814646661665052
2075,3,0.9815407866339938
2076,3,0.9814646661665052
2077,3,0.9813124252315277
2078,3,0.9813885456990165
2079,3,0.9814266059327609
2080,3,0.9816169071014824
2081,3,0.9816169071014824
2082,3,0.9815788468677381
2083,3,0.9816930275689711
2084,3,0.9816930275689713
2085,3,0.9816549673352268
2086,3,0.9816930275689713
2087,3,0.9815788468677383
2088,3,0.9815407866339939
2089,3,0.9813885456990163
2090,3,0.9812743649977834
2091,3,0.9812363047640389
2092,3,0.9813124252315276
2093,3,0.9811221240628059
2094,3,0.9812363047640388
2095,3,0.9811982445302944
2096,3,0.9813504854652717
2097,3,0.9812743649977831
2098,3,0.98116018429655
2099,3,0.9811982445302944
2100,3,0.9812363047640387
2101,3,0.98116018429655
2102,3,0.9812363047640387
2103,3,0.981274364997783
2104,3,0.9813124252315274
2105,3,0.9813124252315273
2106,3,0.9812363047640387
2107,3,0.9813504854652717
2108,3,0.9811601842965502
2109,3,0.9813885456990162
2110,3,0.9812743649977832
2111,3,0.9811982445302946
2112,3,0.9813885456990162
2113,3,0.9812743649977832
2114,3,0.9813885456990162
2115,3,0.9812743649977833
2116,3,0.9813124252315276
2117,3,0.9814266059327605
2118,3,0.9815027264002495
2119,3,0.9813885456990163
2120,3,0.9813124252315277
2121,3,0.9813504854652719
2122,3,0.9814646661665051
2123,3,0.9814266059327605
2124,3,0.9812743649977832
2125,3,0.9815027264002493
2126,3,0.9816169071014822
2127,3,0.9816549673352266
2128,3,0.9816930275689709
2129,3,0.981578846867738
2130,3,0.9815027264002494
2131,3,0.981578846867738
2132,3,0.981693027568971
2133,3,0.9816549673352265
2134,3,0.981693027568971
2135,3,0.9816549673352266
2136,3,0.9817310878027153
2137,3,0.981693027568971
2138,3,0.981693027568971
2139,3,0.9817691480364596
2140,3,0.9818452685039483
2141,3,0.9818833287376927
2142,3,0.9818452685039483
2143,3,0.9816549673352265
2144,3,0.981578846867738
2145,3,0.981693027568971
2146,3,0.9815407866339938
2147,3,0.9816169071014824
2148,3,0.981464666166505
2149,3,0.9814646661665049
2150,3,0.9814646661665047
2151,3,0.9814266059327603
2152,3,0.981502726400249
2153,3,0.981274364997783
2154,3,0.9813124252315274
2155,3,0.9814266059327603
2156,3,0.981388545699016
2157,3,0.9812363047640387
2158,3,0.9813504854652716
2159,3,0.9814266059327602
2160,3,0.9816169071014819
2161,3,0.981731087802715
2162,3,0.9815407866339934
2163,3,0.9816549673352263
2164,3,0.9818072082702037
2165,3,0.9818072082702036
2166,3,0.9817691480364593
2167,3,0.9816169071014821
2168,3,0.9818833287376925
2169,3,0.9813124252315273
2170,3,0.9815788468677377
2171,3,0.9814646661665047
2172,3,0.9815027264002492
2173,3,0.9814646661665049
2174,3,0.9815407866339935
2175,3,0.9814646661665047
2176,3,0.9815027264002492
2177,3,0.9816169071014821
2178,3,0.9813504854652716
2179,3,0.9816930275689708
2180,3,0.9815788468677378
2181,3,0.9815407866339934
2182,3,0.981502726400249
2183,3,0.981616907101482
2184,3,0.9815788468677377
2185,3,0.981502726400249
2186,3,0.981616907101482
2187,3,0.981731087802715
2188,3,0.9816930275689708
2189,3,0.9817310878027152
2190,3,0.9816549673352265
2191,3,0.9815788468677379
2192,3,0.9816169071014821
